,Type,Address,District,City,Price (€),Area (sqm.),Year built,Form of ownership
981,Kerrostalo | 1H + KT + PARVEKE (4.krs),Ojavainionkatu 4,Annala,Tampere,109 800,21,2022,Omistusasunto
982,Paritalo | 2h + kt + s,Kuusistontie 5 as C,Kinnari,Järvenpää,250 000,"51,5",2022,Omistusasunto
983,"Kerrostalo | 3h, k",Puskantie 26,Huutoniemi,Vaasa,79 000,79,1974,Omistusasunto
984,"Kerrostalo | 2h, k, kph",Kenttätie 18 B,Intiö,Oulu,134 000,"52,5",1965,Omistusasunto
985,Omakotitalo | 3mh + oh + k + tkh + psh + s + vh + wc,Louhelankatu 9,Hovila,Outokumpu,59 000,148,1978,Omistusasunto
986,Omakotitalo | 3mh + k + oh + kph + s + khh + terassi + palju + kellari,Rahkasammalentie 9,Skräbböle,Parainen,259 000,155,1987,Omistusasunto
987,Kerrostalo | 2h + kk,Valtakatu 20 As,Keskusta,Kemi,35 000,51,1957,Omistusasunto
988,"Rivitalo | 2h, TK, parveke",Ripetie 6,Tapanila,Helsinki,249 000,47,2019,Omistusasunto
989,Rivitalo | 4h + k + s + p,Perkiönkatu 65,Härmälä,Tampere,395 000,90,2020,Omistusasunto
990,"Kerrostalo | 3h, k, kph, s, khh, erill.wc, vh, las.p",Piipputori 1,Kangas,Jyväskylä,319 000,72,2017,Omistusasunto
991,Kerrostalo | 3-4h + kt + s,Vähäheikkiläntie 37 B 064,Vähäheikkilä,Turku,329 750,"72,5",2022,Omistusasunto
992,Paritalo | 4-5h + k + kph + s + vh (yht.järj.mukaan 4-5h + k + s),Laamanninkaari 12 N23,Sundsberg,Kirkkonummi,362 850,91,2023,Omistusasunto
993,Kerrostalo | 2h + kk + kph + s + p,Verkatehtaankatu 5  ,Keskusta,Turku,225 000,"48,5",2001,Omistusasunto
994,"Kerrostalo | 3h, k, kph / wc ja Lasitettu parveke",Riihipolku 2,Turenki,Janakkala,45 000,"74,5",1970,Omistusasunto
995,Kerrostalo | 4h + k + kh + wc + p,Onnelantie 38,Tirilä,Lappeenranta,112 000,"92,5",1968,Omistusasunto
996,Rivitalo | 3h + k + s,Tuulimyllynkatu 7,Karhuvuori,Lappeenranta,149 000,66,2006,Omistusasunto
997,"Rivitalo | 4h, ullakkoh, avok, khh / vh, s, 2 kpl wc, varastot",Alakartanontie 31,Soukka,Espoo,648 000,135,1982,Omistusasunto
998,"Omakotitalo | 2h, iso tupa, keittiö, aitta, pihasauna",Jokelantie 13,Savolanvaara,Lieksa,60 000,80,1920,Omistusasunto
999,Kerrostalo | 3h + k + p,Kauppalankatu 27,Keskusta,Kouvola,97 500,65,1962,Omistusasunto
