,Type,Address,District,City,Price (€),Area (sqm.),Year built,Form of ownership
5311,Omakotitalo | 5 mh + k + oh + s + kph + 2wc + tkh + khh + työhuone + varasto,Mulontie 4,Reijola,Joensuu,168 000,200,1982,Omistusasunto
5312,Rivitalo | 4h + k + kph + s + vh + lasp + var + at,Etelärinne 27 as. 10,Keskusta,Ikaalinen,99 700,94,1984,Omistusasunto
5313,Kerrostalo | 2h + k + s + lasp,Pekka Halosen katu 8,Linnanpelto,Kuopio,152 000,"56,5",1987,Omistusasunto
5314,Rivitalo | 3 h + k + s + kph,Jampansarvi 2 E,Jamppa,Järvenpää,179 000,77,1989,Omistusasunto
5315,"Rivitalo | 3h, k, kph, s, erill.wc, ulkovarasto",Vanhan-Mankkaan tie 16,Mankkaa,Espoo,179 000,89,1999,Omistusasunto
5316,"Omakotitalo | 6h, aula, k, s",Karpintie 9,Keskusta,Huittinen,119 500,190,1971,Omistusasunto
5317,"Kerrostalo | 1h, kk",Päiviönkatu 37 D,Keskusta,Iisalmi,33 000,23,1957,Omistusasunto
5318,"Omakotitalo | 3-4h, k, 2xwc, khh, kph, s, vh, at, var, kuisti, ter, patio",Ilveksentie 3,Kärjenniemi,Valkeakoski,349 000,127,2015,Omistusasunto
5319,"Kerrostalo | 1h, kt, kh, las.prv",Rautatienkatu 19,Keskusta,Oulu,176 400,31,2018,Omistusasunto
5320,"Kerrostalo | 2h, k, kph",Kauppiaankatu 13,Katajanokka,Helsinki,549 000,"58,5",1901,Omistusasunto
5321,"Rivitalo | 4h, k, s",Haukitie 8,Saimaanharju,Taipalsaari,85 000,94,1970,Omistusasunto
5322,Omakotitalo | 4h + k + s + kph + takkah + at,Urheilutie 23,Jokiniemi,Laukaa,79 000,90,-,Omistusasunto
5323,"Omakotitalo | 5mh, 2oh, k, kh, 2wc, 2vh, takkahuone",Sillakuja 1,Littoinen,Kaarina,478 000,244,-,Omistusasunto
5324,"Paritalo | 4h, k, khh, kph, s, wc, autokatos, varastot x 2",Päästäisenkatu 4 B 1,Hukanhauta,Joensuu,299 500,91,2023,Omistusasunto
5325,"Omakotitalo | 4h, k, s, takkah, 2 vaateh",Otto V. Fieandtintie 49,Ristiina,Mikkeli,149 000,118,1978,Omistusasunto
5326,"Kerrostalo | 2h, k, kph, vh, las.p",Puolukkakatu 4,Ahtiala,Lahti,149 000,58,1977,Omistusasunto
5327,"Rivitalo | 2h, k, ph, s",Veijarinkurvi 2 G3,Linnakangas,Kempele,179 000,"56,5",2019,Omistusasunto
5328,"Paritalo | 4h, k, khh, kph, s, wc, autokatos, varastot x 2",Päästäisenkatu 4 B 2,Hukanhauta,Joensuu,299 500,91,2023,Omistusasunto
5329,"Kerrostalo | 2h, k, s, kph",Loviisankatu 3,Keski-Lahti,Lahti,118 000,60,1946,Omistusasunto
5330,"Rivitalo | 4h, k, s",Kiulukankaantie 14 E,Kiulukangas,Oulu,319 000,"108,5",2017,Omistusasunto
5331,"Omakotitalo | 5h, k, kph / wc, kph, s, erillinen wc*2, vh",Ahjokuja 2,Kiiminki,Oulu,319 000,154,2006,Omistusasunto
5332,"Kerrostalo | 3h, k, s, parveke",Raastuvankatu 1-3,Keskusta,Vaasa,328 000,88,2007,Omistusasunto
5333,Kerrostalo | 3h + k + p,Erkontie 4,Keskusta,Ylöjärvi,122 000,75,1973,Omistusasunto
5334,"Rivitalo | 3-4 h, avok, kph / wc, s, erill. wc, khh, vh, var, terassi",Lautatarhantie 6,Pere,Pirkkala,369 000,88,2019,Omistusasunto
5335,Erillistalo | 3-4H + K + S,Kurikkahaantie 10,Ollakka,Kempele,249 500,"86,5",2021,Omistusasunto
5336,"Paritalo | 4h, avok, kph, s, 2 x wc, vh / var",Vehkaniityntie 8 C,Mankkaa,Espoo,275 000,"113,5",1978,Omistusasunto
5337,"Kerrostalo | 2h, kk, kh, vaatehuone, 3 ranskalaista parveketta",Luutnantintie 13,Malminkartano,Helsinki,235 000,49,2017,Omistusasunto
5338,Rivitalo | 4h + k + kph + s + 2erill.wc + työhuone / varasto + autotalli + ter + piha (Yht.järj. 4h + kk),Juhaninkuja 8 D,Vaisaari,Raisio,259 000,116,1974,Omistusasunto
5339,Erillistalo | 4h + kt + s + varasto + autokatospaikka 2kpl,Rastasniityntie 52 52C,Laaksolahti,Espoo,508 900,98,2023,Omistusasunto
5340,Erillistalo | 5h + kt + s + varasto + autokatospaikka 2kpl,Rastasniityntie 52 52J,Laaksolahti,Espoo,642 900,124,2023,Omistusasunto
5341,Rivitalo | 10 asunnon rivitalo,Kuivannontie 676,Kuivanto,Orimattila,97 500,350,1982,Omistusasunto
5342,"Kerrostalo | 1h, kph ja avok (yj;1h ja kk)",Aleksis Kiven katu 16,Kallio,Helsinki,260 000,34,1961,Omistusasunto
5343,Kerrostalo | 8h + k + 2 kph + wc + khh + s + terassi parveke(Yj.9 huone + k),Tiilimäki 16,Munkkiniemi,Helsinki,1 800 000,"285,2",1928,Omistusasunto
5344,"Kerrostalo | 2h, k, kph, lasitettu parveke",Puusepäntie 48 A 23,Pikonkangas,Kangasala,"178 656,64",46,2021,Omistusasunto
5345,Paritalo | 3H + KT + S + VAR + 2xAP,Salakuljettajantie 3 G9,Saunalahti,Espoo,443 900,75,2023,Omistusasunto
5346,"Omakotitalo | 5h, k, kph, s, 2wc, vh, et varasto, autotalli.",Muorinkatu 10,Hakala,Ikaalinen,119 000,118,1978,Omistusasunto
5347,"Kerrostalo | 2 huonetta, keittiö, kylpyhuone, lasitettu parv.",Haperontie 9,Keltinmäki,Jyväskylä,45 000,55,1977,Omistusasunto
5348,"Kerrostalo | 4h, k, kph, p",Alvar Aallon katu 2,Sunila,Kotka,107 000,104,1937,Omistusasunto
5349,Paritalo | 4H + KT + S + VAR + autokatospaikka ja tekninen tila,Meriviitantie 14 A1,Saunalahti,Espoo,476 900,"108,5",2022,Omistusasunto
5350,Paritalo | 4h + kt + s + varasto,Kahvelitie 1 L19,Kurttila,Espoo,423 900,99,2022,Omistusasunto
5351,Paritalo | 4h + k + wc + tkh + khh + s + ph + wc + var ( + at 13m²),Veromiehentie 8,Pakkala,Vantaa,485 000,97,1991,Omistusasunto
5352,"Kerrostalo | 10 huonetta, kellari ja ullakko",Kuivannontie 653,Kuivanto,Orimattila,97 500,400,1961,Omistusasunto
5353,Omakotitalo | 4h + k + khh + ph + s,Hautalahdentie 45a,Kerimäki,Savonlinna,439 000,142,2011,Omistusasunto
5354,Rivitalo | 3h + k + s,Vuolletie 6 A,Vuoltee,Kokemäki,39 000,"80,5",1973,Omistusasunto
5355,Rivitalo | 3h + kph / khh + k + s,Kumpulantie 8A4,Kumpula,Kokkola,99 000,"72,5",-,Omistusasunto
5356,"Kerrostalo | 2h, kk, lasitettuparvke",Antti Korpin tie 7,Koskela,Helsinki,214 000,50,1972,Omistusasunto
5357,Omakotitalo | 3-4H + K + S,Loukkokierto 15,Linnakangas,Kempele,298 500,109,2022,Omistusasunto
5358,"Kerrostalo | 2h, kk",Mottilantie 2,Keskusta,Jämsä,37 000,35,1959,Omistusasunto
5359,Kerrostalo | 10 h + k + 2 kph + s + 2 wc + khh,Perämiehenkatu 1,Keskusta,Pietarsaari,165 000,"240,6",1955,Omistusasunto
5360,Omakotitalo | 7h + k + khh + kph + s + oleskelut. + yläaula + at + var,Purjetie 4,Kinkovuori,Jyväskylä,398 000,247,2008,Omistusasunto
5361,Kerrostalo | 3h + k + s,Leinikinkatu 3,Juhannussaari,Tornio,93 000,76,1977,Omistusasunto
5362,"Rivitalo | 4h, k, kph, eril. wc, sauna, terassi, piha",Hommaksenkaari 18,Masala,Kirkkonummi,299 000,104,2004,Omistusasunto
5363,"Omakotitalo | Oh, k, 3mh, takkah, ph, s",Peltomaanperäntie 119,Arkkukari,Raahe,20 000,140,1959,Omistusasunto
5364,"Kerrostalo | 2h, k, s",Kanavakatu 23 B,Keskusta,Rauma,114 000,61,1989,Omistusasunto
5365,"Kerrostalo | 2h, kk, kph, parveke",Sananiekantie 6 E,Kortepohja,Jyväskylä,69 000,46,1968,Omistusasunto
5366,"Rivitalo | 2h, k, s",Haukankuja 2 E,Käpykangas,Varkaus,29 000,69,1975,Omistusasunto
5367,"Kerrostalo | 3h, k, s",Mustanlahdenkatu 12 B,Amuri,Tampere,329 000,"70,5",1986,Omistusasunto
5368,Paritalo | 3h + k + kph + s + erill. wc + vh,Apilakuja 4B,,Aura,174 000,"78,3",2004,Omistusasunto
5369,"Omakotitalo | 5h, k, s, ph, th, 2wc, at",Kilpiäistentie 13,Kilpiäinen,Lahti,195 000,119,1937,Omistusasunto
5370,"Omakotitalo | 4h, k",Ruukinkuja 3,Olkkala,Vihti,59 000,100,1948,Omistusasunto
5371,"Kerrostalo | 3h, k, s",Kirkkokuja 2 A,Keskusta,Joensuu,360 000,88,2013,Omistusasunto
5372,Omakotitalo | Ak: Oh + k + mh + wc + kph + s + et + valokatettu terassi. Yk: 2mh + wc + vinttitila..,Vallihaudantie 17,Tiutinen,Kotka,159 000,124,1923,Omistusasunto
5373,Omakotitalo | 2 h + keittiö + vaatehuone + wc,Siihtalantie 86,Kurejoki,Alajärvi,0,77,-,Omistusasunto
5374,"Rivitalo | 2h, k, s",Käpypolku 1 C,Toijala,Akaa,96 500,"57,5",1991,Omistusasunto
5375,"Kerrostalo | 1h, kt, kh, las.parv.",Kempeleenkuja 2 A 34,Limingantulli,Oulu,135 900,26,2022,Omistusasunto
5376,Rivitalo | 2h + k + s + autokatos,Rajalantie 12 b 12,Keskusta,Sievi,49 000,60,1989,Omistusasunto
5377,Omakotitalo | 3H + K + PH + S + WC,Salmenojantie 125,Rutava,Huittinen,72 500,98,1986,Omistusasunto
5378,Omakotitalo | 5h + k + s + ph,Pappilantie 13,Keskusta,Oulu,199 000,151,1971,Omistusasunto
5379,Omakotitalo | Tupakeittiö / huone,Yrittäjäntie 9,Pajala,Kalajoki,19 000,30,1900,Omistusasunto
5380,Kerrostalo | 2h + avokeittiö + sauna + parveke,Askartie 3-5,Malmi,Helsinki,195 000,"49,5",1990,Omistusasunto
5381,Rivitalo | 5H + K + S,Talontie 3-5 C1,Paavola,Hyvinkää,356 500,102,2022,Omistusasunto
5382,Kerrostalo | 2h + k,Ainonkatu 11,Kylpylä,Lappeenranta,149 000,"53,5",1972,Omistusasunto
5383,Rivitalo | 4h + k + th + s,Impivaarantie 8,Veikkola,Kirkkonummi,289 000,"110,5",1985,Omistusasunto
5384,Kerrostalo | 2h + kt,Huoltopolku 2 B35,Vaajakoski,Jyväskylä,167 500,39,2023,Omistusasunto
5385,Kerrostalo | 2h + kt,Huoltopolku 2 B31,Vaajakoski,Jyväskylä,180 000,"43,5",2023,Omistusasunto
5386,Kerrostalo | 2h + kt,Huoltopolku 2 B17,Vaajakoski,Jyväskylä,169 000,"43,5",2023,Omistusasunto
5387,Kerrostalo | 2h + kt,Huoltopolku 2 B21,Vaajakoski,Jyväskylä,158 000,39,2023,Omistusasunto
5388,Kerrostalo | 3h + kt,Huoltopolku 2 B16,Vaajakoski,Jyväskylä,220 000,59,2023,Omistusasunto
5389,Kerrostalo | 2h + kt,Huoltopolku 2 B13,Vaajakoski,Jyväskylä,154 000,39,2023,Omistusasunto
5390,Kerrostalo | 3h + kt + khh + s,Huoltopolku 2 B9,Vaajakoski,Jyväskylä,294 000,"85,5",2023,Omistusasunto
5391,Kerrostalo | 3h + kt + khh + s,Huoltopolku 2 B3,Vaajakoski,Jyväskylä,281 500,"85,5",2023,Omistusasunto
5392,Kerrostalo | 1h + kt,Huoltopolku 2 B33,Vaajakoski,Jyväskylä,117 500,"22,5",2023,Omistusasunto
5393,Kerrostalo | 1h + kt,Huoltopolku 2 B36,Vaajakoski,Jyväskylä,128 500,"26,5",2023,Omistusasunto
5394,Kerrostalo | 3h + kt + khh + s,Huoltopolku 2 B34,Vaajakoski,Jyväskylä,250 000,"61,5",2023,Omistusasunto
5395,Kerrostalo | 1h + kt,Huoltopolku 2 B32,Vaajakoski,Jyväskylä,117 500,"22,5",2023,Omistusasunto
5396,Kerrostalo | 3h + kt + s,Huoltopolku 2 B24,Vaajakoski,Jyväskylä,253 500,66,2023,Omistusasunto
5397,Kerrostalo | 2h + kt,Huoltopolku 2 B27,Vaajakoski,Jyväskylä,165 500,39,2023,Omistusasunto
5398,Kerrostalo | 1h + kt,Huoltopolku 2 B22,Vaajakoski,Jyväskylä,122 000,"26,5",2023,Omistusasunto
5399,Kerrostalo | 1h + kt,Huoltopolku 2 B29,Vaajakoski,Jyväskylä,128 500,"26,5",2023,Omistusasunto
5400,Kerrostalo | 3h + kt + khh + s,Huoltopolku 2 B26,Vaajakoski,Jyväskylä,240 500,"61,5",2023,Omistusasunto
5401,Kerrostalo | 1h + kt,Huoltopolku 2 B28,Vaajakoski,Jyväskylä,124 500,"26,5",2023,Omistusasunto
5402,Kerrostalo | 1h + kt,Huoltopolku 2 B25,Vaajakoski,Jyväskylä,114 000,"22,5",2023,Omistusasunto
5403,Kerrostalo | 3h + kt + khh + s,Huoltopolku 2 B20,Vaajakoski,Jyväskylä,234 000,"61,5",2023,Omistusasunto
5404,Kerrostalo | 1h + kt,Huoltopolku 2 B19,Vaajakoski,Jyväskylä,112 000,"22,5",2023,Omistusasunto
5405,Kerrostalo | 1h + kt,Huoltopolku 2 B14,Vaajakoski,Jyväskylä,119 500,"26,5",2023,Omistusasunto
5406,Kerrostalo | 1h + kt,Huoltopolku 2 B15,Vaajakoski,Jyväskylä,122 000,"26,5",2023,Omistusasunto
5407,Kerrostalo | 3h + kt + khh + s,Huoltopolku 2 B12,Vaajakoski,Jyväskylä,228 000,"61,5",2023,Omistusasunto
5408,Kerrostalo | 1h + kt,Huoltopolku 2 B18,Vaajakoski,Jyväskylä,112 000,"22,5",2023,Omistusasunto
5409,Kerrostalo | 1h + kt,Huoltopolku 2 B11,Vaajakoski,Jyväskylä,109 500,"22,5",2023,Omistusasunto
5410,Kerrostalo | 3h + kt + s,Huoltopolku 2 B10,Vaajakoski,Jyväskylä,240 000,66,2023,Omistusasunto
5411,Kerrostalo | 1h + kt,Huoltopolku 2 B8,Vaajakoski,Jyväskylä,119 000,29,2023,Omistusasunto
5412,Kerrostalo | 1h + kt,Huoltopolku 2 B7,Vaajakoski,Jyväskylä,105 000,"22,5",2023,Omistusasunto
5413,Kerrostalo | 1h + kt,Huoltopolku 2 B6,Vaajakoski,Jyväskylä,105 000,"22,5",2023,Omistusasunto
5414,Kerrostalo | 1h + kt,Huoltopolku 2 B5,Vaajakoski,Jyväskylä,105 000,"22,5",2023,Omistusasunto
5415,Kerrostalo | 2h + kt,Huoltopolku 2 B4,Vaajakoski,Jyväskylä,162 000,"43,5",2023,Omistusasunto
5416,Kerrostalo | 1h + kt,Huoltopolku 2 B2,Vaajakoski,Jyväskylä,114 000,"26,5",2023,Omistusasunto
5417,Kerrostalo | 2h + kt,Huoltopolku 2 B1,Vaajakoski,Jyväskylä,150 000,39,2023,Omistusasunto
5418,Kerrostalo | 2h + k + kph + parveke,Fleminginkatu 5 A 106,Kallio,Helsinki,685 000,"61,5",2021,Omistusasunto
5419,"Omakotitalo | Makuuhuone, tupakeittiö, wc / suihku",Pelkolantie 132,Jylhä,Kauhava,0,60,-,Omistusasunto
5420,"Kerrostalo | 1h, k, kph, alkovi, ransk.parv",Luutnantintie 13,Malminkartano,Helsinki,176 000,"32,5",2017,Omistusasunto
5421,"Omakotitalo | 5h, k, tkh, 2khh, s",Kevättömänpolku 13,Harjamäki,Siilinjärvi,359 000,167,2008,Omistusasunto
5422,"Omakotitalo | 4h, k, s, wc, varasto, autotalli, terassi",Orhitie 10,Vasikkahaka,Riihimäki,277 000,"117,5",1978,Omistusasunto
5423,"Luhtitalo | 2h, kt",Vanhankallionkatu 11,Saaristokaupunki,Kuopio,132 000,"41,5",2019,Omistusasunto
5424,Kerrostalo | 3h + k + vh + ph + sa + lasitettu parveke,Nummikatu 30 B,Keskusta,Oulu,195 000,"80,5",1982,Omistusasunto
5425,"Kerrostalo | 2 h, k, kph, vh, lasitettu parveke",Lauranpolku 1,Havukoski,Vantaa,122 500,61,1975,Omistusasunto
5426,"Kerrostalo | 3h, k, kh, p",Satakunnankatu 22,,Pori,75 000,60,1958,Omistusasunto
5427,"Omakotitalo | tupa, keittiö, 3h, psh, s, 2xwc",Vanha-Karjalantie 419,Niinimäki,Leppävirta,85 000,130,1927,Omistusasunto
5428,Kerrostalo | 2h + kt + kph / wc + p,Kirjastonkatu 8,Keskusta,Vaasa,189 000,42,2019,Omistusasunto
5429,Omakotitalo | 4h + k + s,Tuhkapolku 6,Vanha-Ulvila,Ulvila,131 000,"108,6",1982,Omistusasunto
5430,Luhtitalo | 3h + k + s + tupa,Maununkatu 6,Keskusta,Nokia,179 000,105,1978,Omistusasunto
5431,Kerrostalo | Ydinkeskustassa avara ja pintaremontoitu kaksio,Kauppakatu 12,Keskusta,Jyväskylä,135 000,55,1965,Omistusasunto
5432,"Omakotitalo | 3mh, oh, k, s, 2 x wc, vh, et, autotalli",Honkatie 8,3. Kaupunginosa,Rovaniemi,119 000,104,1967,Omistusasunto
5433,"Rivitalo | 3h, k, s, takkah, vh",Seilimäki 17,Mankkaa,Espoo,320 000,86,1985,Omistusasunto
5434,"Rivitalo | 5h, k, s",Hehtokatu 6,Halinen,Turku,260 000,110,1998,Omistusasunto
5435,Kerrostalo | 2h + k + kph + s + p,Vasaramäki 4,Sepänkylä,Espoo,211 000,"52,5",1995,Omistusasunto
5436,Omakotitalo | 2mh + rh + oh + k + kph + wc + saunaosasto + AT,Ahdinkatu 6,Kolkkala,Kotka,129 000,90,1950,Omistusasunto
5437,Kerrostalo | 2 h + k + kph + p,Atomikatu 5 B,Hervanta,Tampere,78 000,56,1978,Omistusasunto
5438,"Kerrostalo | 5h, k, s",Rajahovintie 8,Onttola,Kontiolahti,219 000,123,1933,Omistusasunto
5439,Kerrostalo | 2h + avok + kph + lasitettu parveke,Pyyntitie 1,Matinkylä,Espoo,310 000,"43,5",2018,Omistusasunto
5440,"Paritalo | 5h, k, kph x2, s, khh, wc x2, parveke, autotalli, verstas, varastot",Kierretie 3,Vapaala,Vantaa,388 000,109,1992,Omistusasunto
5441,"Kerrostalo | 2h, kk, p",Rusthollinkatu 4,Uittamo,Turku,110 000,"44,5",1969,Omistusasunto
5442,"Kerrostalo | 2h, k, kph, parv.",Paimenenkatu 14,Havukoski,Vantaa,119 000,"58,5",1973,Omistusasunto
5443,"Kerrostalo | 2h, k, kh, vh, lasitettu parveke",Unikkopolku 6,Tikkurila,Vantaa,220 000,"48,5",1970,Omistusasunto
5444,"Omakotitalo | 4mh, oh, k. ph, khh, s",Rasituksentie 33,Vanhakoivisto,Pori,144 000,"121,5",1963,Omistusasunto
5445,Kerrostalo | 3h + k + kph (Yj:n mukaan 3h + kk),Stenbäckinkatu 4b,Töölö,Helsinki,558 000,78,1937,Omistusasunto
5446,Omakotitalo | 4h + k + khh + kph + s + erill.wc + p + vh + at + 2xvarasto,Naavatie 10,Kuninkaala,Vantaa,335 000,102,1980,Omistusasunto
5447,Kerrostalo | 2h + k + kh + vh + p,Kiljanderinkatu 4 B,Mattilanpelto,Jyväskylä,92 000,"49,9",1957,Omistusasunto
5448,"Luhtitalo | 2h, k, kph / wc, s, terassi, AK, var.",Tuuliviirintie 1,Jylkynkangas,Oulu,92 000,48,2007,Omistusasunto
5449,"Omakotitalo | 4-5 mh, oh, k / rt, s, kph, kph / wc, 2 erill.wc, khh, vh",Kivimäentie 41b,Paloheinä,Helsinki,580 000,170,1990,Omistusasunto
5450,Kerrostalo | 3 rum & kök på sjunde våningen med fantastisk utsikt,Lotsgatan 19 A28,,Maarianhamina,479 500,"77,8",2021,Omistusasunto
5451,Omakotitalo | 5h + tpk + vh + s,Karjalaisentie 290,Karjalaisenkylä,Lappeenranta,109 000,165,1968,Omistusasunto
5452,Kerrostalo | 3h + avok + kph + 2 vh (yhtiöjärj. mukaan 3h + kt),Perilänniitty 5,Leppävaara,Espoo,309 000,"59,5",2018,Omistusasunto
5453,"Kerrostalo | 3h, k, ph, vh, var, par",Otavankatu 2,Keskusta,Pori,79 000,70,1972,Omistusasunto
5454,Omakotitalo | 5h + tupakeittiö + s + hevostalli + aitta + pihasauna,Kaitalantie 166,Mankala,Iitti,348 000,147,1937,Omistusasunto
5455,Kerrostalo | 2h + KT,Vällintie 1 B 64,Lentola,Kangasala,135 900,"35,5",2023,Omistusasunto
5456,"Rivitalo | 3h, k, s",Tuomikuja 1 B,Päiväranta,Kuopio,119 500,"79,5",1982,Omistusasunto
5457,"Luhtitalo | 2h, k, kh, s",Kalakukonkatu 2 E,Saaristokaupunki,Kuopio,139 000,"49,5",2016,Omistusasunto
5458,Kerrostalo | 3h + k,Kirkkokatu 20,Keskusta,Kajaani,119 800,"74,5",1959,Omistusasunto
5459,"Omakotitalo | 5h, k, s, kph, khh, 2xwc, at, ak, v",Rapalantie 6,Kinno,Rauma,368 000,142,2005,Omistusasunto
5460,"Omakotitalo | 5h, k, s, os, 2xwc, kellari, autotalli",Nuottatie 1,Huutjärvi,Pyhtää,134 000,135,1980,Omistusasunto
5461,"Omakotitalo | 3 mh, k, oh, takkah, kph, wc, s, vh, at",Haihuntie 20,Maaria,Turku,138 000,135,1973,Omistusasunto
5462,"Omakotitalo | 4h, k, khh, s",Majavanpolku 8,Ahmo,Siilinjärvi,129 000,"109,5",1969,Omistusasunto
5463,Kerrostalo | 3h + kt + s,Suuruspääntie 11 b,Suuruspää,Jyväskylä,409 900,75,2022,Omistusasunto
5464,Kerrostalo | 2h + kt + s,Suuruspääntie 11 b,Suuruspää,Jyväskylä,259 900,"44,5",2022,Omistusasunto
5465,Kerrostalo | 1h + kt,Suuruspääntie 11 b,Suuruspää,Jyväskylä,137 900,"21,5",2022,Omistusasunto
5466,Kerrostalo | 3h + kt + s,Suuruspääntie 11 b,Suuruspää,Jyväskylä,392 900,75,2022,Omistusasunto
5467,Kerrostalo | 3h + kt + s,Suuruspääntie 11 b,Suuruspää,Jyväskylä,384 900,75,2022,Omistusasunto
5468,Kerrostalo | 1h + kt,Suuruspääntie 11 b,Suuruspää,Jyväskylä,133 000,"21,5",2022,Omistusasunto
5469,Kerrostalo | 3h + kt + s,Suuruspääntie 11 b,Suuruspää,Jyväskylä,376 900,75,2022,Omistusasunto
5470,Kerrostalo | 3h + kt + s,Suuruspääntie 11 b,Suuruspää,Jyväskylä,347 900,"67,5",2022,Omistusasunto
5471,Kerrostalo | 1h + kt,Suuruspääntie 11 b,Suuruspää,Jyväskylä,130 900,"21,5",2022,Omistusasunto
5472,Kerrostalo | 3h + kt + s,Suuruspääntie 11 b,Suuruspää,Jyväskylä,369 900,75,2022,Omistusasunto
5473,Kerrostalo | 3h + kt + s,Suuruspääntie 11 b,Suuruspää,Jyväskylä,341 900,"67,5",2022,Omistusasunto
5474,Kerrostalo | 2h + kt + s,Suuruspääntie 11 b,Suuruspää,Jyväskylä,234 900,"46,5",2022,Omistusasunto
5475,Kerrostalo | 1h + kt,Suuruspääntie 11 b,Suuruspää,Jyväskylä,128 900,"21,5",2022,Omistusasunto
5476,Kerrostalo | 2h + kt + s,Suuruspääntie 11 b,Suuruspää,Jyväskylä,224 000,"43,5",2022,Omistusasunto
5477,Kerrostalo | 2h + kt,Suuruspääntie 11 b,Suuruspää,Jyväskylä,259 900,"54,5",2022,Omistusasunto
5478,Kerrostalo | 2h + kt + s,Suuruspääntie 11 b,Suuruspää,Jyväskylä,219 900,"43,5",2022,Omistusasunto
5479,Kerrostalo | 1h + kt,Suuruspääntie 11 b,Suuruspää,Jyväskylä,126 900,"21,5",2022,Omistusasunto
5480,Kerrostalo | 2h + kt,Suuruspääntie 11 b,Suuruspää,Jyväskylä,239 900,"54,5",2022,Omistusasunto
5481,Kerrostalo | 1h + kt,Suuruspääntie 11 b,Suuruspää,Jyväskylä,149 900,28,2022,Omistusasunto
5482,Kerrostalo | 2h + kt + s,Suuruspääntie 11 b,Suuruspää,Jyväskylä,230 000,"46,5",2022,Omistusasunto
5483,Kerrostalo | 2h + kt,Suuruspääntie 11 b,Suuruspää,Jyväskylä,254 900,"54,5",2022,Omistusasunto
5484,"Kerrostalo | 3h + k, vh, lasitettu parveke",Pudasrinne 4 G,Myyrmäki,Vantaa,145 000,75,1972,Omistusasunto
5485,"Kerrostalo | 2h, k, kph / wc, lasitettu parveke.",Paatsamankuja 1,Suorama,Kangasala,83 500,58,1974,Omistusasunto
5486,Kerrostalo | 3h + k + s + las.parv. + vh (yj. 3 h + k + s),Melkonkatu 5,Lauttasaari,Helsinki,548 000,"83,5",1982,Omistusasunto
5487,"Rivitalo | 1 huone, keittokomero, kph, terassi, var",Mesikämmen 7 L,Halssila,Jyväskylä,56 000,35,1981,Omistusasunto
5488,"Omakotitalo | 4h, k, kph, s, 2xwc, kellarikrs. takkatila, varasto, autotalli",Uittajanpolku 3,Käpylä,Hämeenkyrö,79 000,119,1967,Omistusasunto
5489,"Omakotitalo | 4h, k, s",Palokallionkatu 5,Vuoksenniska,Imatra,75 000,100,1953,Omistusasunto
5490,"Rivitalo | 2h, k, kph / s, lasitettu terassi, varasto",Kirstinkatu 9,Möysä,Lahti,177 000,"48,5",2018,Omistusasunto
5491,"Rivitalo | 5h, k, s",Touvitie 8,Kelloniemi,Kuopio,207 000,117,1976,Omistusasunto
5492,"Paritalo | 4 huonetta, keittiö, khh, kph, s, erill. wc, var, lasit. terassi",Joonaantie 17 B,Jyskä,Jyväskylä,250 000,98,2006,Omistusasunto
5493,"Omakotitalo | yk: 3mh + oh + k + s + kph + wc + pukuh + vaateh, alak: avaraa tilaa + tekn.tila + autot.",Yöviläntie 12A,Härköilä,Vihti,270 000,120,1970,Omistusasunto
5494,"Rivitalo | 3h, k, s, ak",Lemmikinkatu 10,Lavola,Lappeenranta,139 000,85,1987,Omistusasunto
5495,Rivitalo | 3h + k + kph + khh + wc + vh,Kalliokatu 22 as,Keskusta,Rauma,329 000,"90,5",2019,Omistusasunto
5496,"Omakotitalo | 4mh, k, oh, rt, khh, kph, s, 2x wc, 2 kpl autok. / varasto",Rovastintie 4,,Taipalsaari,468 000,178,2014,Omistusasunto
5497,Kerrostalo | 2H + KT,Iltatuulentie 4,Metsäkalteva,Hyvinkää,"37 312,61","57,5",2018,Asumisoikeusasunto
5498,Kerrostalo | 2H + KK + S,Sihtikuja 1,Toppila,Oulu,"9 029,36",46,1994,Asumisoikeusasunto
5499,Kerrostalo | 2H + KK + S,Sihtikuja 1,Toppila,Oulu,"9 029,36",46,1994,Asumisoikeusasunto
5500,Kerrostalo | 2H + K + S,Sihtikuja 1,Toppila,Oulu,"11 484,43","59,5",1994,Asumisoikeusasunto
5501,Omakotitalo | 3mh oloh ruok.tila k kph wc,Amerikankatu 10A,Skata,Pietarsaari,149 000,115,1920,Omistusasunto
5502,Rivitalo | 3h + k + s,Usvatie 3,Tervakoski,Janakkala,109 000,"76,5",1988,Omistusasunto
5503,Erillistalo | 4H + K + S,Muurahaismäki 1-2,Vuorentaka,Hämeenlinna,"30 898,32","112,5",1997,Asumisoikeusasunto
5504,"Kerrostalo | 2h, kt, s",Ruutikellarinkatu 18,Pihlajalaakso,Kuopio,157 000,51,2016,Omistusasunto
5505,Kerrostalo | 2h + k + kph + vh + lasitettu parveke,Käsityöläiskatu 7,Keskusta,Turku,229 000,56,1963,Omistusasunto
5506,Paritalo | 4h + k + kph + s + khh + p + ter + piha,Raetie 8 C 5,Sepänmäki,Helsinki,430 000,"100,5",2006,Omistusasunto
5507,Kerrostalo | 3H + K + S,Minkkitie 14 B 23,Korso,Vantaa,"31 532,89",82,2001,Asumisoikeusasunto
