,Type,Address,District,City,Price (€),Area (sqm.),Year built,Form of ownership
5508,"Kerrostalo | 4h, k, s",Närekuja 2,Rantakylä,Mikkeli,98 000,86,1973,Omistusasunto
5509,Omakotitalo | 4mh + oh + k + khh + 2kph + 2vh + 2wc + saunarakennus,Kääpätie 2,Kuusimäki,Kokkola,359 000,174,2011,Omistusasunto
5510,"Kerrostalo | 2h, kt, ph / wc, lasitettu parveke",Hanhenmäenkatu 1,Pappila,Tampere,205 000,"40,5",2020,Omistusasunto
5511,"Kerrostalo | 2h, k, kph, vh, parveke",Kuutamokatu 8,Olari,Espoo,172 000,47,1974,Omistusasunto
5512,Kerrostalo | 1h + kk,Punavuorenkatu 15,Punavuori,Helsinki,249 000,29,1962,Omistusasunto
5513,"Kerrostalo | 3h, k, kph, s",Huovilankatu 2,Asemantausta,Lahti,119 000,76,1988,Omistusasunto
5514,"Omakotitalo | 3h + k + khh + kph + s, autotalli",Orakaskuja 1,Pitkälahti,Kuopio,199 000,90,1988,Omistusasunto
5515,"Kerrostalo | 1 h, kk",Sandelsintie 18 a,Vuorela,Siilinjärvi,62 000,34,1967,Omistusasunto
5516,"Omakotitalo | 3h + k, 2 wc / psh",Tehtaanmäenkatu 2,Savio,Kerava,209 000,66,2017,Omistusasunto
5517,"Omakotitalo | 5h, k, kph, khh, wc2, ",Virkonraitti 3,Auvainen,Pöytyä,274 000,138,2005,Omistusasunto
5518,"Kerrostalo | 4h, k, s",Juhanintie 10 B 11,Kaanaa,Pori,48 000,92,1974,Omistusasunto
5519,"Kerrostalo | 2h, k, kh, p",Rytikatu 14 B,Rytikari,Kemi,19 000,55,1969,Omistusasunto
5520,"Kerrostalo | 3h, k",Juhanintie 10 B 12,Kaanaa,Pori,38 000,73,1974,Omistusasunto
5521,"Omakotitalo | 2-3 mh, oh, k, pukuh., ph, s, wc",Ränsärintie 4,Palonkylä,Raahe,99 500,103,1980,Omistusasunto
5522,"Rivitalo | 2h, kk, s, kh, vh, piha-alue",Villipolku 2 B,Artjärvi,Orimattila,49 900,"46,5",1990,Omistusasunto
5523,"Rivitalo | 4h, k, saunaosasto",Impivaarantie 12 A,Sompio,Kerava,298 000,98,1988,Omistusasunto
5524,"Omakotitalo | 5h, k, s",Visakuja 4,Tahiniemi,Pieksämäki,115 000,116,1988,Omistusasunto
5525,"Rivitalo | 4h, k, s",Kalatorppa 2 A,Matinkylä,Espoo,479 000,"90,4",1998,Omistusasunto
5526,"Kerrostalo | 2h, k",Hirventie 3-7 A,Korkeamäki,Vaasa,89 000,60,1969,Omistusasunto
5527,Omakotitalo | 4h + kt + takkahuone + ph + s + khh + wc + vh,Koukkarintie 16,Peräseinäjoki,Seinäjoki,74 000,115,1985,Omistusasunto
5528,Kerrostalo | 3h + kt,Keimolankaarre 3 B,Keimolanmäki,Vantaa,252 000,55,2019,Omistusasunto
5529,Rivitalo | 3h + k + s,Maahisentie 6 D,Lohtaja,Kajaani,84 000,"78,5",1983,Omistusasunto
5530,"Kerrostalo | 2h, kk, s",Pohjolankatu 18 B,Keskusta,Iisalmi,119 000,"48,5",1985,Omistusasunto
5531,"Kerrostalo | 4h, k, s",Keskuskatu 63 A,Keskusta,Kankaanpää,189 000,"90,5",2006,Omistusasunto
5532,"Kerrostalo | olohuone, keittiö, alkovi, kph / wc, vh",Kiveliönkatu 19 as,Vehmainen,Tampere,78 000,"44,5",1939,Omistusasunto
5533,"Kerrostalo | 3h, k",Suvikatu 9 A,Niinivaara,Joensuu,105 000,"78,5",1970,Omistusasunto
5534,"Omakotitalo | 4h, k, ph, khh, s",Muurarinkuja 1,Harjunpää,Ulvila,89 000,109,1930,Omistusasunto
5535,Kerrostalo | 2h + k + s,Impivaarankuja 6,Voutila,Hämeenlinna,"21 912,30","47,5",2010,Asumisoikeusasunto
5536,Luhtitalo | 4h + k + s,Vesuripolku 4,Heikinlaakso,Helsinki,"25 651,22",82,1998,Asumisoikeusasunto
5537,Omakotitalo | 3h + k + 2wc + kph + s + ask.h + at,Pikkalankatu 8,Lapvesi,Lappeenranta,119 000,"72,4",1963,Omistusasunto
5538,Rivitalo | 3mh + k + oh + kph + s + wc + varasto,Pappilantie 4,Tennby,Parainen,199 000,105,1982,Omistusasunto
5539,Kerrostalo | 2h + kt + kph + las.p (Yj. 2h + kt),Jousenpuistonkatu 10 B 43,Tapiola,Espoo,262 800,43,2022,Omistusasunto
5540,Kerrostalo | 2h + kk,Eteläkatu 19 as,Keskusta,Rauma,49 000,35,1960,Omistusasunto
5541,"Kerrostalo | 2h, avok., vh ja erill. wc",Mäkelänkatu 31,Vallila,Helsinki,349 000,55,1931,Omistusasunto
5542,Paritalo | 4h + k + wc + 2vh + s + ph / khh,Haavistontie 25 C,Haavisto,Nokia,208 000,100,1986,Omistusasunto
5543,Kerrostalo | 1h + kk,Kanslerintie 9 B,Iso-Heikkilä,Turku,77 500,18,1955,Omistusasunto
5544,Kerrostalo | 3h + k + s + las.parveke,Kaupunginlahdenkatu 6,,Raahe,188 000,65,2016,Omistusasunto
5545,"Rivitalo | 4-5h, keittiö, sauna, kph, wc, piha ja autotallipaikka",Kaksoiskiventie 10,Tuomarila,Espoo,299 000,93,1986,Omistusasunto
5546,"Kerrostalo | 2h, kk ja parveke",Porvoonkatu 5-7,Alppiharju,Helsinki,285 000,"41,5",1961,Omistusasunto
5547,"Kerrostalo | 2h, avok., sauna, kph ja lasitettu parveke",Muotoilijankatu 6,Arabianranta,Helsinki,338 000,"51,5",2007,Omistusasunto
5548,Kerrostalo | 2h + k + kph + las.parveke (yj:n mukaan 2h + kk),Norkkokuja 3,Koivukylä,Vantaa,156 000,49,1987,Omistusasunto
5549,Paritalo | 3mh + tupak + khh / kph + s + vh + wc + var + terassi,Myllylammentie 9A2,Myllyjärvi,Jyväskylä,288 000,90,2022,Omistusasunto
5550,"Omakotitalo | 3h, k, kph, ullakko / parvitila, terassi, pihasauna, autotalli",Kirvestie 3,Viljakkala,Ylöjärvi,79 000,57,1930,Omistusasunto
5551,Rivitalo | 2h + avok. + kph + et + terassi,Pohjoinen Nikinmäentie 19,Nikinmäki,Vantaa,181 000,"40,5",2017,Omistusasunto
5552,Rivitalo | 4h + k + s,Kuikanhuuto 1 as,Kätönlahti,Kajaani,126 000,97,1979,Omistusasunto
5553,"Omakotitalo | 5h, k, kph / wc, s, wc, at",Vellamontie 4,Vehkoja,Hyvinkää,288 000,116,1980,Omistusasunto
5554,"Omakotitalo | 2mh, oh, k, kph, wc, s",Halinallentie 6,,Kangasala,179 000,118,1939,Omistusasunto
5555,"Kerrostalo | 4h, k, kph, wc, las.parv.",Stoltinkatu 7 A,Runosmäki,Turku,119 000,"95,5",1975,Omistusasunto
5556,Kerrostalo | 4h + k + lasitettu parveke,Lentävänniemenkatu 2,Lentävänniemi,Tampere,194 000,97,1972,Omistusasunto
5557,"Omakotitalo | 6h + k + wcx2 + oh + sauna, pukuh. + suihku + tekninent. + pelih. + askartelut, lämmin varasto ja autosuoja",Mäkitie 1,,Puumala,352 000,172,1965,Omistusasunto
5558,"Omakotitalo | 4 h, k, s, at, varasto",Katajapolku 13,Pukinmäki,Helsinki,388 000,140,1969,Omistusasunto
5559,"Kerrostalo | 2h, k, kph, parveke",Steniuksentie 6 B,Haaga,Helsinki,331 000,48,1959,Omistusasunto
5560,"Omakotitalo | 5h, avok, rt, khh, kph, sauna, 2*erillinen wc, aula, terassi ja parveke",Jarmontie 2,Santamala,Nousiainen,340 000,178,2012,Omistusasunto
5561,Kerrostalo | 2h + k + kph / wc,Kaitaistentie 6,Suikkila,Turku,118 000,59,1973,Omistusasunto
5562,"Kerrostalo | k, oh, 2mh, kph, vh, parveke",Ruoripolku 1 A,Merirauma,Rauma,62 000,76,1979,Omistusasunto
5563,"Omakotitalo | 5h, k, khh, kph / wc, s, vh, wc + AK, var.",Iikanpiha 2,Haukipudas,Oulu,62 000,133,1990,Omistusasunto
5564,"Kerrostalo | huone, keittokomero, kylpyhuone",Armilankatu 18,Keskusta,Lappeenranta,86 000,30,1953,Omistusasunto
5565,"Kerrostalo | 2h, k",Haarahongantie 11,Kirkonmäki,Siilinjärvi,69 000,63,1970,Omistusasunto
5566,"Kerrostalo | 2 h, k, s",Konduktöörinkatu 2,Kapernaumi,Seinäjoki,185 000,52,2016,Omistusasunto
5567,Omakotitalo | 6h + k + s + kph + khh + 2vh,Kellorinne 5,Lukkarinpuro,Espoo,592 000,162,2011,Omistusasunto
5568,Kerrostalo | 3h + kt + kh + parveke,Varikkokatu 4 B 36,Itikka,Seinäjoki,196 900,56,2022,Omistusasunto
5569,Omakotitalo | 5h + k + khh + kph + s + takkahuone + parvi,Siimeksentie 27,Juva,Pöytyä,148 000,137,1949,Omistusasunto
5570,Rivitalo | 4H + K + S,Rapolantie 8-10,Vesala,Helsinki,"31 786,46",103,1996,Asumisoikeusasunto
5571,Erillistalo | 5h + k + s,Norokuja 4,Kaupunginkallio,Espoo,450 000,112,2003,Omistusasunto
5572,"Kerrostalo | 2 h, k, kph, p (yj:n ukaan 2 h + k)",Vanhaistentie 5,Kannelmäki,Helsinki,208 000,"50,5",1961,Omistusasunto
5573,Kerrostalo | 3H + K + S,Vasamakatu 5-7,Kaleva,Kerava,"30 823,97",74,2001,Asumisoikeusasunto
5574,Rivitalo | 3h + k + s,Leppävuorentie 8 B,,Ähtäri,48 000,80,1980,Omistusasunto
5575,Kerrostalo | 3h + k + kph + p,Koivulanmäentie 9,Ruotsinpyhtää,Loviisa,48 000,75,1967,Omistusasunto
5576,Kerrostalo | 2 h + k + kph,Ahlströminkatu 20,Itänummi,Pietarsaari,55 000,"55,3",1965,Omistusasunto
5577,Kerrostalo | 2h + k,Lapilantie 20,Lapila,Kerava,112 000,56,1971,Omistusasunto
5578,Rivitalo | 2h + k + kph + s + ter + piha,Pohjoinen Nikinmäentie 19 D24,Nikinmäki,Vantaa,210 000,50,2017,Omistusasunto
5579,Kerrostalo | 2H + KK + S,Sokinsuontie 7,Suvela,Espoo,"19 308,58","45,5",2003,Asumisoikeusasunto
5580,"Omakotitalo | Oh, 6mh, k, s, ph, aula, kph, 2xvh, khh, erill.wc, th, at, 2var.",Takamaantie 10,Röykkä,Nurmijärvi,289 000,192,1978,Omistusasunto
5581,Kerrostalo | 3H + K + S,Joupintie 2,Jouppi,Espoo,"28 198,31",76,1999,Asumisoikeusasunto
5582,Paritalo | 5 h + k ja sauna,Hietamäentie 7A,,Espoo,249 000,144,1977,Omistusasunto
5583,Kerrostalo | 2H + KK,Maakirjantie 2,Suurpelto,Espoo,"37 764,56",60,2012,Asumisoikeusasunto
5584,"Omakotitalo | 4h, k, 2 x wc, kph, s, ph, vh, at",Tervasaarenkatu 26,,Kotka,165 000,119,1972,Omistusasunto
5585,Omakotitalo | 6h + 2k + 2wc + ph + skhh + at,Köyliöntie 59,Peipohja,Kokemäki,130 000,"197,5",1974,Omistusasunto
5586,Omakotitalo | k + oh + 4-5mh + 3wc + pukuh / khh + ph + s + tk + et + vh + puuvar + autok,Rautalahdentie 108,Rautalahti,Parikkala,135 000,172,1992,Omistusasunto
5587,Kerrostalo | 1h + avok + parvi + kph,Torkkelinkatu 9,Kallio,Helsinki,297 000,"34,5",1929,Omistusasunto
5588,"Omakotitalo | 5 h, k, apuk, kph, sauna, 3wc, askarteluhuone, pannuh, varastotiloja",Båssantie 20,Tammisaari,Raasepori,297 000,150,1956,Omistusasunto
5589,"Kerrostalo | 2h, k, s, terassi",Hämeentie 1,Keinusaari,Hämeenlinna,148 000,53,2006,Omistusasunto
5590,Omakotitalo | 4h + k + rt + aula / työtila + 2wc + vh + khh + kph + s + ask / at + v + k,Majavanpolku 3,Länsikangas,Rovaniemi,325 000,126,1986,Omistusasunto
5591,"Omakotitalo | 6h, avokettiö, sauna / spa, 4 wc, khh sekä 3 parveketta",Laivanvarustajantie 2,Nauvo,Parainen,398 000,"212,5",1996,Omistusasunto
5592,Rivitalo | 2h + k + s,Lupiinikatu 12,Kyrölä,Järvenpää,158 000,61,1988,Omistusasunto
5593,Omakotitalo | 4mh + avok / ruokailutila + oh + khh + kphx2 + vh + et + halli + parv + ter.,Räfnäsvägen 6,Tammisaari,Raasepori,402 000,173,-,Omistusasunto
5594,"Rivitalo | 2h, k, s",Toukolantie 4,Maaninka,Kuopio,42 000,55,1978,Omistusasunto
5595,"Kerrostalo | 1h, k, kph",Salpakankaantie 10,Salpakangas,Hollola,26 000,35,1967,Omistusasunto
5596,Kerrostalo | 2 h + kt + kph + las.parveke,Korsontie 14,Korso,Vantaa,197 000,43,2019,Omistusasunto
5597,"Kerrostalo | 2h, k",Männistöntie 4 E,Sompio,Kerava,109 000,"50,5",1966,Omistusasunto
5598,"Omakotitalo | 2mh, oh, askarteluh., ruokalutila, k, s, kph, wc, at, 2 varastoa, vaja",Tuohikorventie 39,Ikuri,Tampere,249 000,78,1969,Omistusasunto
5599,Omakotitalo | oh + k + 2mh + wc + khh + kph + s + 3 terassia + 3.mh varaus,Mouvikankaantie 14,Paavalniemi,Rovaniemi,437 000,106,2013,Omistusasunto
5600,Omakotitalo | 6h + k + aula + eteinen + at + kellaritilat,Fagervikintie 1368,Fagervik,Inkoo,295 000,170,1930,Omistusasunto
5601,Omakotitalo | 4mh + o + k + s + khh + th + ak,Rouhantie 8,Hakalahti,Kokkola,239 000,180,1974,Omistusasunto
5602,Paritalo | 3h + avok + kh + khh + s,Peltovuorentie 52 as. 8,Ylästö,Vantaa,429 000,"73,5",2023,Omistusasunto
5603,Kerrostalo | 2-3h + kt + s,Kaoliinikuja 6 A 23,Pitkämäki,Turku,289 100,56,2024,Omistusasunto
5604,Kerrostalo | 3h + k + s,Kaoliinikuja 6 B 56,Pitkämäki,Turku,452 500,"82,5",2024,Omistusasunto
5605,Erillistalo | 5h + avok + kh + khh + s,Peltovuorentie 52 as. 9,Ylästö,Vantaa,629 000,112,2023,Omistusasunto
5606,Kerrostalo | 2h + k + kph + s + vh + p,Nelikkokuja 8 A 14,Matinkylä,Espoo,260 000,46,2003,Omistusasunto
5607,"Omakotitalo | 4-5 h, k, sauna, psh, 2 wc, vh, kuisti, kellari, autotalli",Rantalantie 16,Kankaantausta,Hämeenlinna,249 000,178,1947,Omistusasunto
5608,Kerrostalo | 1h + kt + alk,Kaoliinikuja 6 B 37,Pitkämäki,Turku,172 100,30,2024,Omistusasunto
5609,Kerrostalo | 2h + kk + kph,Runeberginkatu 36,Töölö,Helsinki,335 000,46,1932,Omistusasunto
5610,Omakotitalo | 3mh + oh + th + k + s,Nirvanmäenkatu 1,Koivistonkylä,Tampere,400 000,120,1969,Omistusasunto
5611,"Rivitalo | 3h, k, s",Honkalantie 14-16 As,Rantakylä,Mikkeli,118 000,"73,5",1992,Omistusasunto
5612,"Omakotitalo | 4-5h, avok, 2x kph, s, khh, at, ak",Etuniementie 9b as. 1,Matinkylä,Espoo,1 270 000,271,-,Omistusasunto
5613,Kerrostalo | 4h + kt + s + parv,Lipporannantie 13 A66,,Oulu,359 900,83,2022,Omistusasunto
5614,"Omakotitalo | 4h, k, sauna, th, psh, 3 wc, khh, autotalli, varasto",Näsiäntie 10,Hirsimäki,Hämeenlinna,259 000,159,1995,Omistusasunto
5615,Rivitalo | 2 H + K + S + KPH + VH + erill. WC,Katajatie 46 B 8,Pikkola,Kangasala,168 000,61,1998,Omistusasunto
5616,Kerrostalo | 2h + kt,Rautatienkatu 1 A28,Keskusta,Oulu,178 700,"39,5",2023,Omistusasunto
5617,"Omakotitalo | 4 mh, k, oh / rh, kph, takkah, s, wc, vh, kylmiö, at, ak",Kohisevantie 13,Preitilä,Paimio,169 000,119,1977,Omistusasunto
5618,Kerrostalo | 3h + kt + s,Rautatienkatu 1 A26,Keskusta,Oulu,222 800,"57,5",2023,Omistusasunto
5619,Kerrostalo | 2h + k + p,Puutteenkuja 3 A,Koskenmäki,Nokia,59 500,"57,5",1974,Omistusasunto
5620,"Omakotitalo | 4h, k, kph, s, wc",Niementie 8,Sukeva,Sonkajärvi,109 000,93,1965,Omistusasunto
5621,"Omakotitalo | 3h, k, s",Vehmersalmentie 1697 B,,Leppävirta,64 000,97,1964,Omistusasunto
5622,"Kerrostalo | 1h, kt, r. parv.",Kummelivuorentie 15 C,Saunalahti,Espoo,154 900,"27,5",2018,Omistusasunto
5623,Kerrostalo | 1h + kt,Pellervonkatu 20a B40,Kaleva,Tampere,183 090,"26,5",2022,Omistusasunto
5624,Kerrostalo | 1h + keittokomero + kph / wc,Kaurakatu 13,Petrelius,Turku,74 000,30,1969,Omistusasunto
5625,"Rivitalo | 3h, k, erill.wc, 2x vh, khh, kph, s, tk",Apilapolku 2,Saarenkylä,Rovaniemi,74 000,70,2003,Omistusasunto
5626,Luhtitalo | 2h + k + s,Lukkarinkatu 1,Siirilä,Lapua,73 000,"60,5",1986,Omistusasunto
5627,"Kerrostalo | 3h, k, s, lasit. p",Koulukatu 39,Taikinamäki,Lappeenranta,210 000,77,1999,Omistusasunto
5628,Kerrostalo | 2h + k + s + lasp,Poikkikuja 6,Hietalahti,Vaasa,146 200,47,2007,Omistusasunto
5629,Kerrostalo | 3h + k + kph + s + las.parveke,Valurinkuja 2,Leppävaara,Espoo,417 000,"68,5",2010,Omistusasunto
5630,"Rivitalo | 4h, k, s",Pikiruukinpolku 1,Someroharju,Rovaniemi,132 000,99,1971,Omistusasunto
5631,Omakotitalo | 4h + k + s + kp + khh,Latotie 28,Nakertaja,Kajaani,182 000,111,-,Omistusasunto
5632,Omakotitalo | 5h + k + khh + s / ph + wc + e,Södergårdintie 20,Västersolberg,Inkoo,289 000,149,2006,Omistusasunto
5633,"Rivitalo | 2h, k, s",Ymmyrkäisentie 10,Taskila,Oulu,289 000,"64,5",1983,Omistusasunto
5634,"Kerrostalo | 2 h, k, kph, parveke",Melkonkuja 8,Lauttasaari,Helsinki,358 000,57,1976,Omistusasunto
5635,Rivitalo | 3h + k + kph + s + 2xeril.wc + autokatos + terassi + takapiha,Vuokontie 1 B 4,Hirsimäki,Hämeenlinna,155 000,83,1989,Omistusasunto
5636,Rivitalo | 2h + k + s,Heimgårdintie 4 C 9,,Inkoo,165 900,"55,3",2021,Omistusasunto
5637,Rivitalo | 2h + k + s,Heimgårdintie 4 C 11,,Inkoo,165 900,"55,3",2021,Omistusasunto
5638,Rivitalo | 2h + k + s,Heimgårdintie 4 C 10,,Inkoo,165 900,"55,3",2021,Omistusasunto
5639,Kerrostalo | 3h + k,Mannilantie 9,Keskusta,Järvenpää,145 000,"72,5",1981,Omistusasunto
5640,Kerrostalo | 2 h + k,Koulukatu 34,Taikinamäki,Lappeenranta,96 000,"52,5",1961,Omistusasunto
5641,Kerrostalo | 2h + kt + s,Särkiniementie 20 A9,Särkiniemi,Kuopio,171 000,"49,5",2022,Omistusasunto
5642,Kerrostalo | 1h + kt + s,Särkiniementie 20 A23,Särkiniemi,Kuopio,142 000,33,2022,Omistusasunto
5643,Kerrostalo | 3h + kt + s + vh + erillinen wc,Kangastie 7 as 2,Länsi-Tuira,Oulu,259 000,76,2023,Omistusasunto
5644,Kerrostalo | 2h + kt + s + vh,Kangastie 7 as 1,Länsi-Tuira,Oulu,189 200,"52,5",2023,Omistusasunto
5645,Kerrostalo | 2h + kt + s + vh,Kaarretie 14 A33,Tuira,Oulu,185 000,54,2022,Omistusasunto
5646,Rivitalo | Ak: K + rh + oh + et + kuisti. Yk: Mh + kph / wc + yläaula + vintti.,Kokkolankatu 13 As,Karhula,Kotka,79 800,87,1920,Omistusasunto
5647,"Puutalo-osake | 2h, k, ph / s, wc",Bilmarkinkatu 5-7,Pohjola,Turku,268 000,43,1922,Omistusasunto
5648,Rivitalo | 5h + k + kph + wc + 2 vinttitilaa + alustatila + kellari,Laamanninkatu 1 as 13,,Pori,190 000,120,1901,Omistusasunto
5649,"Kerrostalo | 2h, k, kph",Fleminginkatu 25 D 64-65,Alppiharju,Helsinki,368 000,"47,9",1911,Omistusasunto
5650,"Rivitalo | 3h, k, vh, psh, s, tk + terassi + varastokomero + autokatospaikka",Pappilanniementie 12,Pappilanniemi,Keuruu,95 000,"78,5",1980,Omistusasunto
5651,"Kerrostalo | 1h, kk, kph, parvi",Lahdenkatu 18,Keskusta,Lahti,68 000,32,1958,Omistusasunto
5652,Omakotitalo | 3h + k + ph + s + wc + vh + at,Marjakuja 41,Könönpelto,Varkaus,39 000,83,1977,Omistusasunto
5653,"Omakotitalo | 3h, k, eteisaula, pukuh, kph, s, wc, yläaula",Raitakuja 2,,Virrat,119 000,110,1950,Omistusasunto
5654,"Paritalo | Alak. oh, k, 2 mh, wc, kph, s, et, tk, vh ja yläk. mh, kph / wc, vh, 2 ullakkohuonetta",Torpantie 18,Pilkko,Joensuu,178 000,120,1986,Omistusasunto
5655,"Omakotitalo | 3h, k, kph, erillinen wc",Leinikkiraitti 14,Peitsari,Mikkeli,104 000,113,1977,Omistusasunto
5656,Omakotitalo | 6h + k + khh + s + 2 parveke + 2 kph + 2 wc + kesämökki + at + ak + kellari + harrastehuone + 6 var + kota,Leppäkankaantie 313,Naarajärvi,Pieksämäki,348 000,168,-,Omistusasunto
5657,"Luhtitalo | 2h, k, s",Viklotie 17,Korso,Vantaa,155 000,45,1990,Omistusasunto
5658,"Kerrostalo | 2 huonetta, keittok.",Vänrikki Stoolin Katu 12,Töölö,Helsinki,479 000,"56,2",1936,Omistusasunto
5659,"Rivitalo | 3h, k, s",Grenmanintie 8,Rantakylä,Mikkeli,117 000,"84,5",2001,Omistusasunto
5660,Omakotitalo | 2mh + oh + th + 2vh + wc + psh + s + 2varastoa,Hakkalantie 27,Lammi,Hämeenlinna,128 000,101,1980,Omistusasunto
5661,Rivitalo | 1h + kk + s,Sorsanmutka 6,Keskusta,Nivala,42 500,37,1988,Omistusasunto
5662,Omakotitalo | 4h + k + at + vh + kph + s + wc + terassit,Haapakuja 10,Mukkula,Lahti,250 000,130,1993,Omistusasunto
5663,Rivitalo | Ulosmitattu rivitalohuoneisto 2h + k + s,Kenttätie 11 C 10,,Hyrynsalmi,0,60,1978,Omistusasunto
5664,Omakotitalo | Myydään ulosmitattu kiinteistö Tuuloksessa,Sydänmaantie 205 as 1,Tuulos,Hämeenlinna,0,0,-,Omistusasunto
5665,"Kerrostalo | 2h, k, kph, wc, khh, terassiparveke",Fleminginkatu 25,Alppiharju,Helsinki,742 000,100,1911,Omistusasunto
5666,"Rivitalo | 2h, k, kph, s",Pispalantie 26,Pispala,Jämsä,56 000,"64,5",1981,Omistusasunto
5667,Rivitalo | 2h + k + wc + ph + s + ak,Täysikuuntie 3,,Kokkola,133 000,"46,5",2010,Omistusasunto
5668,"Omakotitalo | 4mh, aula x 2, oh, tk, ph, s, WC x 2, vh, khh, veranta",Hirtniementie 68,Nyystölä,Padasjoki,369 000,213,2008,Omistusasunto
5669,Kerrostalo | 4-5h + k +  + kph + s + wc + vh + lasp,Koskikuja 7,Myyrmäki,Vantaa,"239 103,42",111,1971,Omistusasunto
5670,"Omakotitalo | 4h, k, s, khh, 2wc, at, var",Peilikuja 4,Sampo,Hämeenlinna,385 000,"139,5",2011,Omistusasunto
5671,Kerrostalo | 2h + kk + s + lasp,Pakkalanrinne 14,Pakkala,Vantaa,269 000,51,2009,Omistusasunto
5672,Kerrostalo | 3H + K + S,Minkkitie 14 A 04,Korso,Vantaa,"32 582,36",82,2001,Asumisoikeusasunto
5673,Kerrostalo | 2h + kph + kk + lasp + var,Omenapellontie 5,Niemi,Lahti,77 800,49,1974,Omistusasunto
5674,"Omakotitalo | 5h, k, s",Hiekkaniemenkatu 2,Kivisalmi,Lappeenranta,144 000,98,1971,Omistusasunto
5675,"Kerrostalo | 2-3h, k, las.parv., piha",Myrskynkatu 12 A,Härmälänranta,Tampere,279 000,"67,5",2018,Omistusasunto
5676,"Omakotitalo | 5h, k, kph, s, at",Vorokkikuja 5,Eerola,Valkeakoski,175 000,115,1980,Omistusasunto
5677,"Omakotitalo | 6h, k, saunaosasto, 2xwc, terassi, at",Väinöntie 7,Raikas,Valkeakoski,169 000,158,1958,Omistusasunto
5678,"Omakotitalo | 4h, k, khh, kph, s",Nuotiokatu 18,Marjala,Joensuu,295 000,112,2014,Omistusasunto
5679,"Rivitalo | Tupakeittiö / oh, mh, psh / s / wc, terassi, ulkovarasto.",Raitalammintie 12,Renko,Hämeenlinna,80 300,48,1989,Omistusasunto
5680,Kerrostalo | 2 huonetta + vaatehuone + keittiö + kph / wc,Mestarinkatu 16 a B,Martti,Turku,185 000,49,1958,Omistusasunto
5681,Kerrostalo | 3-4h (yhtiöjärjestys) + k + lasitettu p,Hakamäki 6 A,Tapiola,Espoo,422 000,78,1963,Omistusasunto
5682,Kerrostalo | 2h + kk + s,Säterinrinne 8,Leppävaara,Espoo,249 000,45,2003,Omistusasunto
5683,"Rivitalo | 2h, k, s, var",Pietolankatu 59 C,,Järvenpää,129 000,54,1985,Omistusasunto
5684,Rivitalo | 3h + k + kph + s + wc + khh + p + var + at,Hiidenkiventie 10 A2,Asevelikylä,Vaasa,179 000,"77,5",2004,Omistusasunto
5685,"Kerrostalo | 3h, k, kph, lp",Arholankuja 3,Ruona,Naantali,187 500,75,1971,Omistusasunto
5686,Luhtitalo | 1h + kk + sauna,Mesimättääntie 2,,Muurame,49 000,"36,5",1987,Omistusasunto
5687,"Omakotitalo | 3h, k, aula, 2xkph, s + erillinen huone ja wc.",Putajantie 195,Nuupala,Sastamala,105 000,140,1955,Omistusasunto
5688,"Rivitalo | 3h, k, kph, terassi, kellarikerros",Nokikanantie 2,Höyhtyä,Oulu,105 000,72,1960,Omistusasunto
5689,"Omakotitalo | 3 h, k, wc, kuisti noin 71 m2 + kellarikrs noin 65 m2 + kylmä ullakko",Turvapolku 14b,Maununneva,Helsinki,330 000,71,1957,Omistusasunto
5690,"Omakotitalo | 4mh, oh, k, khh, s, 2xerill.wc, käyttöullakko, at",Keinukaari 26,Röykkä,Nurmijärvi,345 000,"134,5",2002,Omistusasunto
5691,Kerrostalo | 4h + k + khp + s + aula,Hovioikeudenpuistikko 11,Keskusta,Vaasa,870 000,"225,9",1904,Omistusasunto
5692,Puutalo-osake | tupakeittiö + oh + mh + askart.h + kph + s + 2wc,Rauhankatu 27,Port Arthur,Turku,189 000,57,1905,Omistusasunto
5693,Kerrostalo | 3k + k,Sorolaisenkatu 2,,Raisio,78 000,67,1972,Omistusasunto
5694,"Kerrostalo | 2h, kk, kph, lasitettu parveke",Rusthollinkatu 2,Uittamo,Turku,108 000,"44,5",1968,Omistusasunto
5695,Omakotitalo | 4h + k + s + wc + khh + at + var,Peltokuja 7,Lousaja,Sastamala,127 000,115,1979,Omistusasunto
5696,"Kerrostalo | 3h, k, kph, lasitettu parveke (3h + k + kh + parv)",Relanderinaukio 1,Kulosaari,Helsinki,478 000,72,1960,Omistusasunto
5697,Kerrostalo | 1h + kt + kph + lasit. parv. (yj. mukaan 1h + kt),Työnjohtajankatu 3 as 24,Herttoniemi,Helsinki,249 000,"28,5",2022,Omistusasunto
5698,Omakotitalo | 6h + k + ak + s / ph + 2wc + at + rantasauna,Haikantie 10,Ristakallio,Orivesi,449 000,130,1989,Omistusasunto
5699,"Kerrostalo | 2h, k, kph, lasitettu parveke (yhtiöjärj 2h + k)",Neitsytsaarentie 1,Vuosaari,Helsinki,168 000,51,1965,Omistusasunto
5700,"Omakotitalo | 4h, k, th, 2wc, kh, s, autotalli",Runkotie 26,Tuohimutka,Jyväskylä,194 000,130,1965,Omistusasunto
5701,"Kerrostalo | 2h, kt, vh, kh, p (lasit.)",Hatanpään puistokuja 27,Hatanpää,Tampere,204 000,"36,5",2020,Omistusasunto
